profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P06763,Consensus,,Female,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,59,1967,conservative,2,working class,midwest,central city of the remainder of the 100 largest smsas,protestant,strong,yes,only some
P06764,Consensus,,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,69,1957,"moderate, middle of the road",2,middle class,northeast,suburbs of 12 largest smsas,catholic,,no,a great deal
P06765,Consensus,,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,48,1978,conservative,3,middle class,midwest,"other rural (counties having no towns of 10,000 or more)",protestant,strong,yes,only some
P06766,Consensus,,Female,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,47,1979,"moderate, middle of the road",3,working class,south,suburbs of 12 largest smsas,catholic,not very strong,yes,only some
P06767,Consensus,,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,48,1978,"moderate, middle of the road",4,working class,west,suburbs of the remaining 100 largest smsas,catholic,not very strong,no,only some
P06768,Consensus,,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,42,1984,"moderate, middle of the road",5,working class,west,suburbs of the remaining 100 largest smsas,christian,,,
P06769,Consensus,,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,29,1997,"moderate, middle of the road",5,working class,south,,catholic,not very strong,no,
P06770,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,67,1959,liberal,2,middle class,west,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06771,Consensus,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,70,1956,conservative,2,middle class,south,suburbs of the remaining 100 largest smsas,catholic,,no,a great deal
P06772,Consensus,,Female,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,37,1989,slightly conservative,3,upper class,south,central city of the remainder of the 100 largest smsas,hinduism,,no,a great deal
P06773,Consensus,,Male,18-29,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Democrat,19,2007,slightly liberal,4,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,somewhat strong (vol.),no,only some
P06774,Consensus,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,42,1984,extremely liberal,3,working class,south,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06775,Consensus,,Female,18-29,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent,23,2003,"moderate, middle of the road",4,working class,west,central city of the remainder of the 100 largest smsas,none,,no,a great deal
P06776,Consensus,,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,24,2002,slightly liberal,3,working class,south,central city of the remainder of the 100 largest smsas,none,no religion,yes,only some
P06777,Consensus,,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,38,1988,"moderate, middle of the road",5,working class,midwest,"other rural (counties having no towns of 10,000 or more)",none,,yes,only some
P06778,Consensus,,Female,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Republican,64,1962,slightly liberal,1,working class,northeast,central city of 12 largest smsas,catholic,not very strong,,
P06779,Consensus,,Female,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,51,1975,liberal,2,working class,midwest,,protestant,,yes,
P06780,Consensus,,Female,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,42,1984,slightly liberal,6,working class,south,central city of 12 largest smsas,protestant,,,
P06781,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,70,1956,"moderate, middle of the road",2,upper class,south,suburbs of the remaining 100 largest smsas,orthodox-christian,,,
P06782,Consensus,,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,37,1989,conservative,2,middle class,south,suburbs of the remaining 100 largest smsas,protestant,strong,yes,a great deal
P06783,Consensus,,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,64,1962,liberal,2,upper class,west,,jewish,,no,a great deal
P06784,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,18,2008,"moderate, middle of the road",4,middle class,south,,catholic,,no,a great deal
P06785,Consensus,,Female,45-59,White / Caucasian,Less than high school,"Less than $30,000",Independent,47,1979,slightly conservative,2,working class,south,,protestant,,yes,
P06786,Consensus,,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,39,1987,"moderate, middle of the road",4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P06787,Consensus,,Male,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,39,1987,liberal,2,middle class,south,,none,,no,
P06788,Consensus,,Female,60+,Asian / Asian American,Less than high school,"$56,000 to $99,999",Independent,74,1952,slightly conservative,2,middle class,northeast,,catholic,,yes,only some
P06789,Consensus,,Female,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat,42,1984,"moderate, middle of the road",4,working class,northeast,central city of 12 largest smsas,hinduism,,no,a great deal
P06790,Consensus,,Female,18-29,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,20,2006,extremely liberal,2,working class,south,,orthodox-christian,strong,no,
P06791,Consensus,,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,36,1990,conservative,3,working class,northeast,"other urban (counties having towns of 10,000 or more)",protestant,,,
P06792,Consensus,,Male,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,21,2005,"moderate, middle of the road",2,working class,west,suburbs of 12 largest smsas,protestant,not very strong,no,a great deal
P06793,Consensus,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,71,1955,"moderate, middle of the road",1,middle class,west,suburbs of 12 largest smsas,none,,,
P06794,Consensus,,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,54,1972,slightly conservative,2,middle class,south,,protestant,,no,a great deal
P06795,Consensus,,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,53,1973,liberal,3,working class,northeast,central city of the remainder of the 100 largest smsas,catholic,,no,only some
P06796,Consensus,,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,20,2006,slightly liberal,14,middle class,northeast,suburbs of 12 largest smsas,catholic,,yes,a great deal
P06797,Consensus,,Male,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,32,1994,"moderate, middle of the road",2,working class,west,suburbs of the remaining 100 largest smsas,other,,yes,hardly any
P06798,Consensus,,Female,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,63,1963,conservative,2,lower class,west,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,a great deal
P06799,Consensus,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,84,1942,extremely conservative,2,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,strong,yes,only some
P06800,Consensus,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,39,1987,slightly liberal,3,middle class,south,central city of the remainder of the 100 largest smsas,catholic,,no,a great deal
P06801,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,63,1963,conservative,2,middle class,midwest,,protestant,,yes,
P06802,Consensus,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,25,2001,liberal,3,middle class,midwest,suburbs of the remaining 100 largest smsas,other,,no,only some
P06803,Consensus,,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,55,1971,liberal,1,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,not very strong,yes,a great deal
P06804,Consensus,,Female,60+,Black / African American,Less than high school,"Less than $30,000",Democrat,75,1951,slightly liberal,2,working class,south,,protestant,strong,yes,only some
P06805,Consensus,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,71,1955,slightly conservative,2,middle class,south,,catholic,not very strong,yes,only some
P06806,Consensus,,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,69,1957,liberal,1,working class,south,central city of the remainder of the 100 largest smsas,catholic,strong,no,a great deal
P06807,Consensus,,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,47,1979,liberal,4,working class,west,,catholic,,yes,hardly any
P06808,Consensus,,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,80,1946,conservative,3,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,
P06809,Consensus,,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,20,2006,extremely liberal,5,middle class,west,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06810,Consensus,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,74,1952,"moderate, middle of the road",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,only some
P06811,Consensus,,Male,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican,64,1962,conservative,2,middle class,west,suburbs of the remaining 100 largest smsas,catholic,somewhat strong (vol.),no,only some
P06812,Consensus,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,66,1960,slightly conservative,2,working class,northeast,"other rural (counties having no towns of 10,000 or more)",catholic,,no,a great deal
P06813,Consensus,,Female,18-29,Asian / Asian American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,26,2000,slightly liberal,2,middle class,northeast,central city of 12 largest smsas,protestant,,,
P06814,Consensus,,Male,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,24,2002,"moderate, middle of the road",6,working class,northeast,,protestant,,yes,only some
P06815,Consensus,,Male,60+,Black / African American,Less than high school,"$56,000 to $99,999",Democrat,65,1961,extremely conservative,2,working class,south,,protestant,strong,yes,
P06816,Consensus,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,64,1962,"moderate, middle of the road",2,working class,south,,catholic,,no,a great deal
P06817,Consensus,,Female,60+,Other,High school diploma / GED,"$168,000 or more",Democrat,61,1965,liberal,4,middle class,west,"other rural (counties having no towns of 10,000 or more)",other,strong,,only some
P06818,Consensus,,Male,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,63,1963,extremely liberal,4,middle class,northeast,central city of 12 largest smsas,none,,no,a great deal
P06819,Consensus,,Female,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,18,2008,liberal,3,middle class,midwest,,protestant,,no,a great deal
P06820,Consensus,,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,46,1980,conservative,2,upper class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P06821,Consensus,,Female,45-59,White / Caucasian,Less than high school,"Less than $30,000",Republican,56,1970,extremely conservative,2,working class,south,"other rural (counties having no towns of 10,000 or more)",none,,yes,only some
P06822,Consensus,,Female,45-59,Black / African American,Less than high school,"$30,000 to $55,999",Democrat,53,1973,"moderate, middle of the road",4,working class,south,central city of the remainder of the 100 largest smsas,protestant,not very strong,yes,
P06823,Consensus,,Male,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,74,1952,"moderate, middle of the road",2,working class,northeast,suburbs of 12 largest smsas,hinduism,,no,a great deal
P06824,Consensus,,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,66,1960,extremely liberal,2,middle class,midwest,central city of the remainder of the 100 largest smsas,none,,,
P06825,Consensus,,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,69,1957,"moderate, middle of the road",3,middle class,west,central city of the remainder of the 100 largest smsas,protestant,,yes,a great deal
P06826,Consensus,,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,1987,"moderate, middle of the road",2,working class,south,,protestant,,no,only some
P06827,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,65,1961,slightly conservative,2,working class,northeast,"other urban (counties having towns of 10,000 or more)",protestant,strong,no,
P06828,Consensus,,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,54,1972,extremely liberal,2,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,only some
P06829,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,27,1999,"moderate, middle of the road",3,working class,south,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P06830,Consensus,,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,1987,slightly conservative,4,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,,,
P06831,Consensus,,Female,45-59,Asian / Asian American,Some college or Associate's degree,"Less than $30,000",Republican,50,1976,slightly conservative,3,working class,west,central city of 12 largest smsas,christian,,,
P06832,Consensus,,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,46,1980,slightly conservative,2,middle class,west,central city of the remainder of the 100 largest smsas,protestant,,yes,only some
P06833,Consensus,,Male,18-29,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,28,1998,liberal,2,working class,south,,protestant,,no,only some
P06834,Consensus,,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,36,1990,extremely liberal,2,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,,
P06835,Consensus,,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,33,1993,"moderate, middle of the road",7,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,only some
P06836,Consensus,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,63,1963,"moderate, middle of the road",2,working class,west,central city of the remainder of the 100 largest smsas,none,,no,only some
P06837,Consensus,,Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,23,2003,extremely liberal,2,lower class,northeast,,other,,no,
P06838,Consensus,,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,60,1966,slightly liberal,2,upper class,northeast,,none,,no,a great deal
P06839,Consensus,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,63,1963,"moderate, middle of the road",2,working class,northeast,,protestant,strong,yes,
P06840,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,63,1963,slightly liberal,4,working class,midwest,suburbs of the remaining 100 largest smsas,protestant,,yes,a great deal
P06841,Consensus,,Male,30-44,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,42,1984,"moderate, middle of the road",2,lower class,south,"other urban (counties having towns of 10,000 or more)",none,no religion,yes,hardly any
P06842,Consensus,,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,78,1948,"moderate, middle of the road",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",catholic,,no,
P06843,Consensus,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,37,1989,conservative,2,middle class,west,,protestant,strong,no,
P06844,Consensus,,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,21,2005,slightly liberal,1,working class,midwest,suburbs of 12 largest smsas,none,,no,a great deal
P06845,Consensus,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,63,1963,slightly conservative,1,working class,south,,protestant,,yes,
P06846,Consensus,,Male,30-44,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,38,1988,"moderate, middle of the road",3,middle class,midwest,suburbs of the remaining 100 largest smsas,catholic,,yes,only some
P06847,Consensus,,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,68,1958,slightly liberal,2,middle class,west,central city of the remainder of the 100 largest smsas,protestant,,,
P06848,Consensus,,Female,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,67,1959,slightly conservative,2,middle class,south,,catholic,,no,hardly any
P06849,Consensus,,Male,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,35,1991,conservative,2,working class,northeast,,catholic,not very strong,no,only some
P06850,Consensus,,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,50,1976,extremely conservative,5,working class,west,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,only some
P06851,Consensus,,Male,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Independent,21,2005,slightly liberal,2,working class,midwest,,none,no religion,yes,only some
P06852,Consensus,,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican,40,1986,conservative,5,working class,south,central city of 12 largest smsas,catholic,,no,
P06853,Consensus,,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,65,1961,liberal,2,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,strong,no,
P06854,Consensus,,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican,66,1960,"moderate, middle of the road",2,working class,south,,catholic,strong,yes,only some
P06855,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,29,1997,"moderate, middle of the road",2,working class,midwest,suburbs of 12 largest smsas,protestant,not very strong,no,
P06856,Consensus,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,69,1957,liberal,2,middle class,south,,jewish,strong,no,
P06857,Consensus,,Female,18-29,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,29,1997,"moderate, middle of the road",6,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06858,Consensus,,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,58,1968,liberal,2,middle class,midwest,,catholic,strong,no,only some
P06859,Consensus,,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,49,1977,"moderate, middle of the road",4,working class,south,central city of 12 largest smsas,none,no religion,no,a great deal
P06860,Consensus,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,29,1997,"moderate, middle of the road",6,working class,northeast,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P06861,Consensus,,Male,60+,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent,66,1960,slightly conservative,3,working class,south,central city of the remainder of the 100 largest smsas,christian,,yes,only some
P06862,Consensus,,Male,30-44,Black / African American,Less than high school,"$100,000 to $167,999",Independent,33,1993,slightly liberal,4,lower class,south,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,yes,a great deal
P06863,Consensus,,Male,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,39,1987,liberal,2,middle class,south,,none,,no,
P06864,Consensus,,Male,30-44,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent,40,1986,slightly conservative,2,working class,west,,muslim/islam,not very strong,,hardly any
P06865,Consensus,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,58,1968,extremely conservative,3,middle class,south,central city of the remainder of the 100 largest smsas,protestant,,no,only some
P06866,Consensus,,Male,30-44,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Independent,39,1987,conservative,2,working class,south,suburbs of 12 largest smsas,protestant,strong,yes,a great deal
P06867,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,19,2007,liberal,2,upper class,west,,none,no religion,no,a great deal
P06868,Consensus,,Female,45-59,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,49,1977,"moderate, middle of the road",2,middle class,south,suburbs of 12 largest smsas,protestant,,yes,
P06869,Consensus,,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,36,1990,liberal,4,middle class,northeast,,none,,no,only some
P06870,Consensus,,Female,30-44,Black / African American,Bachelor's degree,"$168,000 or more",Independent,42,1984,"moderate, middle of the road",2,working class,south,,none,,no,
P06871,Consensus,,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,32,1994,slightly liberal,2,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",none,no religion,yes,a great deal
P06872,Consensus,,Female,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,88,1938,liberal,1,middle class,west,suburbs of 12 largest smsas,protestant,not very strong,no,
P06873,Consensus,,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,62,1964,"moderate, middle of the road",1,middle class,west,,none,,no,a great deal
P06874,Consensus,,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,36,1990,conservative,3,working class,northeast,"other urban (counties having towns of 10,000 or more)",protestant,,,
P06875,Consensus,,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,54,1972,conservative,2,middle class,south,suburbs of 12 largest smsas,protestant,,yes,
P06876,Consensus,,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,18,2008,conservative,2,upper class,midwest,,protestant,strong,no,a great deal
P06877,Consensus,,Female,18-29,Asian / Asian American,Master's degree / Professional degree,"Less than $30,000",Independent,29,1997,"moderate, middle of the road",2,working class,south,"other urban (counties having towns of 10,000 or more)",hinduism,strong,no,
P06878,Consensus,,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,53,1973,extremely conservative,3,lower class,west,suburbs of the remaining 100 largest smsas,protestant,strong,no,only some
P06879,Consensus,,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,77,1949,slightly conservative,2,middle class,midwest,"other rural (counties having no towns of 10,000 or more)",protestant,not very strong,no,
P06880,Consensus,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,55,1971,conservative,2,middle class,midwest,,protestant,,yes,
P06881,Consensus,,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,36,1990,"moderate, middle of the road",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,only some
P06882,Consensus,,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,48,1978,liberal,2,working class,west,"other urban (counties having towns of 10,000 or more)",none,no religion,no,a great deal
P06883,Consensus,,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,48,1978,extremely conservative,2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,
P06884,Consensus,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,48,1978,slightly conservative,2,middle class,south,suburbs of the remaining 100 largest smsas,none,no religion,no,only some
P06885,Consensus,,Male,45-59,White / Caucasian,Less than high school,"$168,000 or more",Republican,50,1976,"moderate, middle of the road",2,middle class,west,suburbs of the remaining 100 largest smsas,protestant,not very strong,no,a great deal
P06886,Consensus,,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,33,1993,liberal,5,working class,west,suburbs of the remaining 100 largest smsas,none,,no,a great deal
P06887,Consensus,,Male,18-29,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,19,2007,"moderate, middle of the road",3,middle class,northeast,central city of 12 largest smsas,none,,,
P06888,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,64,1962,liberal,2,middle class,northeast,,catholic,,no,
P06889,Consensus,,Female,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,57,1969,extremely liberal,2,middle class,midwest,central city of 12 largest smsas,protestant,,,
P06890,Consensus,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Other,38,1988,"moderate, middle of the road",4,upper class,west,suburbs of the remaining 100 largest smsas,none,no religion,no,hardly any
P06891,Consensus,,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,39,1987,"moderate, middle of the road",4,working class,west,suburbs of the remaining 100 largest smsas,none,,,
P06892,Consensus,,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,38,1988,extremely liberal,5,middle class,midwest,suburbs of 12 largest smsas,catholic,,,
P06893,Consensus,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,29,1997,"moderate, middle of the road",6,working class,northeast,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P06894,Consensus,,Female,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,22,2004,slightly liberal,2,working class,south,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06895,Consensus,,Male,45-59,Asian / Asian American,High school diploma / GED,"$168,000 or more",Republican,47,1979,slightly conservative,3,upper class,south,,catholic,,no,only some
P06896,Consensus,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,37,1989,slightly conservative,5,middle class,northeast,central city of the remainder of the 100 largest smsas,protestant,,,
P06897,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,25,2001,"moderate, middle of the road",4,working class,south,central city of 12 largest smsas,christian,not very strong,no,a great deal
P06898,Consensus,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,55,1971,conservative,1,working class,west,suburbs of 12 largest smsas,none,no religion,no,only some
P06899,Consensus,,Female,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,32,1994,liberal,2,middle class,south,suburbs of the remaining 100 largest smsas,buddhism,not very strong,no,a great deal
P06900,Consensus,,Female,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,62,1964,extremely conservative,9,working class,south,central city of the remainder of the 100 largest smsas,protestant,strong,yes,
P06901,Consensus,,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,34,1992,slightly liberal,2,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,yes,only some
P06902,Consensus,,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,62,1964,"moderate, middle of the road",6,working class,south,"other rural (counties having no towns of 10,000 or more)",protestant,,yes,a great deal
P06903,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,26,2000,liberal,2,working class,south,,other,,no,a great deal
P06904,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,74,1952,extremely liberal,2,middle class,west,suburbs of 12 largest smsas,protestant,not very strong,no,only some
P06905,Consensus,,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,74,1952,slightly liberal,2,working class,west,,protestant,not very strong,no,a great deal
P06906,Consensus,,Female,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat,57,1969,liberal,3,lower class,west,"other urban (counties having towns of 10,000 or more)",catholic,,no,a great deal
P06907,Consensus,,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,74,1952,conservative,2,middle class,south,,jewish,strong,no,only some
P06908,Consensus,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,73,1953,"moderate, middle of the road",2,middle class,northeast,,protestant,strong,yes,only some
P06909,Consensus,,Female,18-29,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Independent,23,2003,slightly liberal,3,working class,south,suburbs of the remaining 100 largest smsas,catholic,,no,a great deal
P06910,Consensus,,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,59,1967,conservative,4,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
